1.107,1.139,-1.578,-1.047,0.0,0.6579999999999999,-0.01,-0.046,3.102,1.354,0.98,0.978,0.92,0.722,0.9890000000000001,0.877
2.215,0.5,-1.261,0.732,0.0,0.39899999999999997,-1.139,-0.001,0.0,0.302,0.833,0.986,0.978,0.78,0.992,0.7979999999999999
2.215,0.993,0.35600000000000004,-0.209,2.548,1.2570000000000001,1.129,0.9,0.0,0.91,1.1079999999999999,0.986,0.951,0.8029999999999999,0.866,0.78
2.215,1.2990000000000002,-1.431,-0.365,0.0,0.745,-0.6779999999999999,-1.36,0.0,0.9470000000000001,1.0290000000000001,0.9990000000000001,0.728,0.8690000000000001,1.0270000000000001,0.958
2.215,0.597,-0.35,0.631,0.0,0.48,-0.374,0.113,0.0,0.7559999999999999,1.361,0.987,0.838,1.133,0.872,0.8079999999999999
0.0,0.922,-1.19,-1.6159999999999999,0.0,0.6509999999999999,-0.654,-1.274,3.102,0.8240000000000001,0.938,0.972,0.789,0.431,0.961,0.958
0.0,0.747,-0.358,-1.6469999999999998,0.0,0.36700000000000005,0.069,1.3769999999999998,3.102,0.8690000000000001,1.222,1.001,0.545,0.6990000000000001,0.977,0.8290000000000001
0.0,1.03,-0.17600000000000002,0.523,2.548,1.374,1.291,-1.4669999999999999,0.0,0.902,1.084,0.98,0.7829999999999999,0.8490000000000001,0.894,0.775
2.215,1.787,0.899,0.585,2.548,0.402,-0.151,1.163,0.0,1.6669999999999998,4.039,1.176,1.045,1.5430000000000001,3.535,2.741
0.0,2.406,0.08800000000000001,-0.977,2.548,1.25,0.26899999999999996,0.53,0.0,0.833,0.774,0.986,1.104,0.8490000000000001,0.937,0.812
2.215,0.609,0.308,-1.2819999999999998,0.0,1.598,-0.451,0.064,3.102,0.8290000000000001,0.981,0.9940000000000001,0.9079999999999999,0.7759999999999999,0.7829999999999999,0.725
0.0,0.983,0.081,-0.29,0.0,1.065,0.774,0.39899999999999997,3.102,0.945,1.026,0.982,0.542,1.251,0.83,0.7609999999999999
0.0,1.2830000000000001,0.737,-0.225,0.0,1.56,0.847,0.505,3.102,0.9590000000000001,0.807,1.192,1.2209999999999999,0.861,0.929,0.838
2.215,0.348,1.024,0.184,0.0,0.7809999999999999,-1.636,1.1440000000000001,0.0,0.522,0.738,0.986,1.35,0.813,0.953,0.78
